# this file has been autogenerated by calcPhotonSystConsts.cpp

photonCatScales=HighR9EB_13TeVscale,HighR9EE_13TeVscale,LowR9EB_13TeVscale,LowR9EE_13TeVscale,Gain6EB_13TeVscale,Gain1EB_13TeVscale
photonCatScalesCorr=MaterialForward_scale
photonCatSmears=HighR9EBPhi_13TeVsmear,HighR9EBRho_13TeVsmear,HighR9EEPhi_13TeVsmear,HighR9EERho_13TeVsmear,LowR9EBPhi_13TeVsmear,LowR9EBRho_13TeVsmear,LowR9EEPhi_13TeVsmear,LowR9EERho_13TeVsmear
globalScales=NonLinearity_13TeVscale,Geant4_13TeVscale,LightYield_13TeVscale,Absolute_13TeVscale

# photonCat                   mean_change    sigma_change    rate_change
diphotonCat=0
proc=InsideAcceptance_genJet4p7Pt1_m1000p0_0p0
HighR9EB_13TeVscale           0.0007204     0.0004785     0.0002464    
HighR9EE_13TeVscale           8.345e-07     0.0001727     6.836e-05    
LowR9EB_13TeVscale            0.0005804     0.005297     0.001057    
LowR9EE_13TeVscale            8.345e-07     0.0001727     6.836e-05    
Gain6EB_13TeVscale            1.584e-06     0.0002307     5.206e-05    
Gain1EB_13TeVscale            1.276e-06     0.000203     5.608e-05    
HighR9EBPhi_13TeVsmear        7.833e-06     0.02997     0.0007484    
HighR9EBRho_13TeVsmear        4.887e-06     0.02365     0.0004625    
HighR9EEPhi_13TeVsmear        8.345e-07     0.0001727     6.836e-05    
HighR9EERho_13TeVsmear        8.345e-07     0.0001727     6.836e-05    
LowR9EBPhi_13TeVsmear         2.368e-06     0.02124     0.0006167    
LowR9EBRho_13TeVsmear         4.775e-06     0.01505     0.0002739    
LowR9EEPhi_13TeVsmear         8.345e-07     0.0001727     6.836e-05    
LowR9EERho_13TeVsmear         8.345e-07     0.0001727     6.836e-05    
MaterialForward_scale         8.345e-07     0.0001727     6.836e-05    

diphotonCat=0
proc=InsideAcceptance_genJet4p7Pt1_45p0_90p0
HighR9EB_13TeVscale           0.0004333     0.02213     0.009273    
HighR9EE_13TeVscale           4.191e-11     1.133e-08     1.149e-07    
LowR9EB_13TeVscale            0.000635     0.02595     0.01844    
LowR9EE_13TeVscale            4.191e-11     1.133e-08     1.149e-07    
Gain6EB_13TeVscale            1.477e-05     0.0007659     1.239e-07    
Gain1EB_13TeVscale            1.065e-06     0.006939     0.01258    
HighR9EBPhi_13TeVsmear        3.151e-05     0.001713     0.0001684    
HighR9EBRho_13TeVsmear        0.0002076     0.01972     0.002667    
HighR9EEPhi_13TeVsmear        4.191e-11     1.133e-08     1.149e-07    
HighR9EERho_13TeVsmear        4.191e-11     1.133e-08     1.149e-07    
LowR9EBPhi_13TeVsmear         0.000127     0.04059     0.02491    
LowR9EBRho_13TeVsmear         8.041e-05     0.01004     0.002878    
LowR9EEPhi_13TeVsmear         4.191e-11     1.133e-08     1.149e-07    
LowR9EERho_13TeVsmear         4.191e-11     1.133e-08     1.149e-07    
MaterialForward_scale         4.191e-11     1.133e-08     1.149e-07    

diphotonCat=0
proc=InsideAcceptance_genJet4p7Pt1_90p0_13000p0
HighR9EB_13TeVscale           0.0004388     0.08165     0.003169    
HighR9EE_13TeVscale           8.694e-10     5.399e-09     8.987e-08    
LowR9EB_13TeVscale            0.0006218     0.09848     0.005961    
LowR9EE_13TeVscale            8.694e-10     5.399e-09     8.987e-08    
Gain6EB_13TeVscale            8.53e-05     0.02181     7.777e-08    
Gain1EB_13TeVscale            4.772e-05     0.006425     7.95e-08    
HighR9EBPhi_13TeVsmear        0.0003111     0.07832     0.008698    
HighR9EBRho_13TeVsmear        0.0002394     0.022     0.007307    
HighR9EEPhi_13TeVsmear        8.694e-10     5.399e-09     8.987e-08    
HighR9EERho_13TeVsmear        8.694e-10     5.399e-09     8.987e-08    
LowR9EBPhi_13TeVsmear         0.0003229     0.185     0.01181    
LowR9EBRho_13TeVsmear         0.0002175     0.02961     0.007307    
LowR9EEPhi_13TeVsmear         8.694e-10     5.399e-09     8.987e-08    
LowR9EERho_13TeVsmear         8.694e-10     5.399e-09     8.987e-08    
MaterialForward_scale         8.694e-10     5.399e-09     8.987e-08    

diphotonCat=0
proc=InsideAcceptance_genJet4p7Pt1_0p0_45p0
HighR9EB_13TeVscale           0.00062     0.03439     0.001187    
HighR9EE_13TeVscale           9.835e-11     5.566e-08     6.217e-07    
LowR9EB_13TeVscale            0.0006144     0.00913     0.002931    
LowR9EE_13TeVscale            9.835e-11     5.566e-08     6.217e-07    
Gain6EB_13TeVscale            3.886e-05     0.002667     1.999e-06    
Gain1EB_13TeVscale            2.429e-05     0.00218     6.212e-07    
HighR9EBPhi_13TeVsmear        0.0002236     0.06217     0.01049    
