#proc cat nGausRV nGausWV
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_2p9_3p03 recoAbsDeltaPhiGgJet0Eta2p5_2p6_2p9_SigmaMpTTag_2 4 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_2p9_3p03 recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_0 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_2p9_3p03 recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_1 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_2p9_3p03 recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_2 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_2p9_3p03 recoAbsDeltaPhiGgJet0Eta2p5_3p03_3p15_SigmaMpTTag_0 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_2p9_3p03 recoAbsDeltaPhiGgJet0Eta2p5_3p03_3p15_SigmaMpTTag_1 4 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_2p9_3p03 recoAbsDeltaPhiGgJet0Eta2p5_3p03_3p15_SigmaMpTTag_2 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_2p9_3p03 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_0 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_2p9_3p03 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_1 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_2p9_3p03 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_2 4 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p6_SigmaMpTTag_0 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p6_SigmaMpTTag_1 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p6_SigmaMpTTag_2 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_2p6_2p9_SigmaMpTTag_0 -1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_2p6_2p9_SigmaMpTTag_1 -1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_2p6_2p9_SigmaMpTTag_2 -1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_0 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_1 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_2 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_3p03_3p15_SigmaMpTTag_0 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_3p03_3p15_SigmaMpTTag_1 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_3p03_3p15_SigmaMpTTag_2 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_0 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_1 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p03_3p15 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_2 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p8_SigmaMpTTag_0 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p8_SigmaMpTTag_1 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p8_SigmaMpTTag_2 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_2p8_3p0_SigmaMpTTag_0 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_2p8_3p0_SigmaMpTTag_1 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_2p8_3p0_SigmaMpTTag_2 4 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_3p0_3p2_SigmaMpTTag_0 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_3p0_3p2_SigmaMpTTag_1 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_3p0_3p2_SigmaMpTTag_2 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_3p2_3p4_SigmaMpTTag_0 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_3p2_3p4_SigmaMpTTag_1 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_3p2_3p4_SigmaMpTTag_2 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_3p4_100p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_3p4_100p0_SigmaMpTTag_1 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_3p4_100p0_SigmaMpTTag_2 4 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_0 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_1 4 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_3p0_3p2 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_2 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p6_SigmaMpTTag_0 1 3
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p6_SigmaMpTTag_1 1 4
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p6_SigmaMpTTag_2 3 2
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_2p6_2p9_SigmaMpTTag_0 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_2p6_2p9_SigmaMpTTag_1 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_2p6_2p9_SigmaMpTTag_2 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_0 4 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_1 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_2 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_3p03_3p15_SigmaMpTTag_0 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_3p03_3p15_SigmaMpTTag_1 2 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_3p03_3p15_SigmaMpTTag_2 1 -1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_0 4 1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_1 4 1
InsideAcceptance_genAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0 recoAbsDeltaPhiGgJet0Eta2p5_m1000p0_0p0_SigmaMpTTag_2 3 1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p6_SigmaMpTTag_0 1 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p6_SigmaMpTTag_1 4 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p6_SigmaMpTTag_2 1 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p8_SigmaMpTTag_0 1 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p8_SigmaMpTTag_1 2 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_0p0_2p8_SigmaMpTTag_2 4 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_2p6_2p9_SigmaMpTTag_0 -1 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_2p6_2p9_SigmaMpTTag_1 -1 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_2p6_2p9_SigmaMpTTag_2 2 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_2p8_3p0_SigmaMpTTag_0 -1 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_2p8_3p0_SigmaMpTTag_1 -1 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_2p8_3p0_SigmaMpTTag_2 1 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_0 -1 -1
OutsideAcceptance recoAbsDeltaPhiGgJet0Eta2p5_2p9_3p03_SigmaMpTTag_1 -1 -1
