#proc cat nGausRV nGausWV
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_0 2 4
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_1 4 2
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_2 3 1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_0p0_100p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_1000p0_13000p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_100p0_150p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_150p0_450p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_450p0_1000p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_0p0_100p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_100p0_150p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_150p0_450p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_0 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_1 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_2 -1 -1
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_0 1 3
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_1 1 4
InsideAcceptance_genMjjEta4p7_m1000p0_0p0 recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_2 2 4
OutsideAcceptance recoMjjEta4p7_0p0_100p0_SigmaMpTTag_0 2 -1
OutsideAcceptance recoMjjEta4p7_0p0_100p0_SigmaMpTTag_1 2 -1
OutsideAcceptance recoMjjEta4p7_0p0_100p0_SigmaMpTTag_2 1 -1
OutsideAcceptance recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_0 -1 -1
OutsideAcceptance recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_1 -1 -1
OutsideAcceptance recoMjjEta4p7_1000p0_13000p0_SigmaMpTTag_2 -1 -1
OutsideAcceptance recoMjjEta4p7_100p0_150p0_SigmaMpTTag_0 -1 -1
OutsideAcceptance recoMjjEta4p7_100p0_150p0_SigmaMpTTag_1 -1 -1
OutsideAcceptance recoMjjEta4p7_100p0_150p0_SigmaMpTTag_2 -1 -1
OutsideAcceptance recoMjjEta4p7_150p0_450p0_SigmaMpTTag_0 -1 -1
OutsideAcceptance recoMjjEta4p7_150p0_450p0_SigmaMpTTag_1 -1 -1
OutsideAcceptance recoMjjEta4p7_150p0_450p0_SigmaMpTTag_2 -1 -1
OutsideAcceptance recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_0 -1 -1
OutsideAcceptance recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_1 -1 -1
OutsideAcceptance recoMjjEta4p7_450p0_1000p0_SigmaMpTTag_2 -1 -1
OutsideAcceptance recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_0 2 -1
OutsideAcceptance recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_1 1 -1
OutsideAcceptance recoMjjEta4p7_m1000p0_0p0_SigmaMpTTag_2 1 -1
